n,run,Scenario,Output,tokens_per_second,total_tokens,total_time,mean_time_per_token,max_time_per_token,min_time_per_token,accepted_tokens,total_draft_tokens,verification_rounds,total_draft_time,total_target_time,acceptance_rate,rollback_rate
50,results_20260318_221339.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.14159265358979323846264338327950288419716939937510,11.32333688602666,52,4.592285871505737,0.08831318983664879,0.5173139572143555,0.04802680015563965,48,83,12,4.175854206085205,2.5795741081237793,4.592285871505737,4.175854206085205,2.5795741081237793,10,4,4,2,2,17,12,0.5783132530120482,0.0
50,results_20260318_221339.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582,10.361449452147808,55,5.308137655258179,0.09651159373196688,0.47567200660705566,0.03861498832702637,48,119,14,5.196096658706665,2.941787004470825,5.308137655258179,5.196096658706665,2.941787004470825,9,7,7,2,2,22,14,0.40336134453781514,0.0
50,results_20260318_221439.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058,11.695639223974291,54,4.617105484008789,0.08550195340757016,0.5141575336456299,0.03611493110656738,48,101,14,4.5234174728393555,2.007917881011963,4.617105484008789,4.5234174728393555,2.007917881011963,11,6,6,2,2,21,14,0.4752475247524752,0.0
50,results_20260318_221439.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582,13.218687613027145,55,4.160776138305664,0.07565047524192116,0.50917649269104,0.03399968147277832,51,96,12,4.160776138305664,0.5422186851501465,4.160776138305664,4.160776138305664,0.5422186851501465,12,4,4,2,2,17,12,0.53125,0.0
50,results_20260318_221537.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.141592653589793238462643383279502884197169399375,14.06821186197703,50,3.554111957550049,0.07108223915100098,0.40096616744995117,0.03601884841918945,45,84,12,3.554111957550049,0.6047322750091553,3.554111957550049,3.554111957550049,0.6047322750091553,12,5,5,2,2,18,12,0.5357142857142857,0.0
50,results_20260318_221537.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058,10.833257290727344,54,4.984650373458862,0.09230834024923819,0.35929059982299805,0.03550243377685547,46,116,15,4.943117141723633,2.2212040424346924,4.984650373458862,4.943117141723633,2.2212040424346924,11,8,8,2,2,24,15,0.39655172413793105,0.0
50,results_20260318_221629.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058,15.989924245462099,54,3.377126693725586,0.06253938321714048,0.4780459403991699,0.03602933883666992,52,69,12,3.212669610977173,1.1205353736877441,3.377126693725586,3.212669610977173,1.1205353736877441,11,2,2,2,2,15,12,0.7536231884057971,0.0
50,results_20260318_221629.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097,14.379810944242578,58,4.033432722091675,0.06954194348433922,0.40769314765930176,0.0385129451751709,54,95,11,4.033432722091675,0.5841975212097168,4.033432722091675,4.033432722091675,0.5841975212097168,11,4,4,2,2,16,11,0.5684210526315789,0.0
50,results_20260318_221727.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline,The first digits of pi are 3.1415926535897932384626433832795028841971693993751058,12.242284710593239,54,4.4109413623809814,0.0816840993033515,0.5308752059936523,0.03856706619262695,49,91,13,4.270299673080444,1.2381393909454346,4.4109413623809814,4.270299673080444,1.2381393909454346,11,5,5,2,2,19,13,0.5384615384615384,0.0
50,results_20260318_221727.csv,Llama2 1.1b -> 7b - Multi-Token Pipeline with Adaptive K,The first digits of pi are 3.14159265358979323846264338327950288419716939937510582097,11.492007074253491,58,5.046986103057861,0.08701700177685968,0.4252190589904785,0.03905177116394043,51,120,13,4.959859848022461,2.501354932785034,5.046986103057861,4.959859848022461,2.501354932785034,12,7,7,2,2,21,13,0.425,0.0
